,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
0,0.9667867936014272,1.3871689819740822,0.21627527410181305,-0.11864592982022551,0.5216080745826903,0.5227291170936419,0.20639185477709654,-0.3749691951517196,0.08505471159233803,0.6010948000600225
1,0.48504422412884257,1.1212912154056667,-0.154436044231898,-0.628491782613233,0.33277594934053356,0.3183235676818113,0.3570983552762556,-0.35002694555254243,-0.5444699822571873,0.15300123725157863
2,-0.4581165732944122,0.5420435600853915,-0.207046624185549,-0.1413322556604264,-0.5366525053820251,0.17361651878126366,0.5975650470985122,0.1097861930432289,0.037913438625853266,0.20442453601246324
3,0.4187127682434982,0.6802998428959369,-0.32055203106359637,-0.10297482185580391,-0.2408029209036743,1.368578732713906,-0.539520280544917,0.02613847810101786,-0.012713452983993142,-0.19406270787209132
4,-0.05777576226371079,0.7661741228869193,0.2524608471906282,-0.26305585542883975,-0.33033521169883806,0.5392435455365084,0.3436283117547943,-0.5446765375934598,0.4224122108043301,-0.3691057592556608
5,0.41098127428175407,0.18307206326758366,-1.0852103017846382,0.3252108687354077,0.42661768316563087,0.7496908621627082,-0.1574448817934756,0.30438666703413586,-0.4981173535566314,-0.06208227213675714
6,0.7456521057487808,0.8200092186892488,-0.5972716372862978,0.15198049290283508,0.34696467810816783,1.0022270431838949,-0.3527172342113355,-0.20522721303757976,-0.3891615584734716,-0.21794857543099258
7,0.5653233040685371,0.8357505901929936,-0.497307002521636,-0.16882102735163812,0.3971470462404886,0.6985742151051064,-0.139451082386998,-0.4734105730125041,-0.2894401350508715,0.38399715973203763
8,0.8554670242362705,0.4070060548430793,-0.2614318623688256,-0.25541150225147524,0.330213361841703,0.612171172720664,0.06013707882853285,-0.3922486551059313,-0.35214993379359316,0.20419765188499697
9,0.9944959283817267,1.4648149223450428,0.6096177006889234,-0.04228218328146223,-0.11241803349456703,-0.3493652553427806,0.21827591617039657,-1.0145549226263588,-0.001400964075100544,-0.6013572933730256
10,-0.037049013287275584,0.2583818263420599,-0.8347759600953696,0.5828084101868061,0.23072431880976982,0.16232928847014924,0.37410160727222597,-0.09242013353993393,-0.12857078967934454,0.2927347270507704
11,0.04681128841179322,0.6491444348434188,-0.14811868299379954,-0.8106670530427214,-0.228593092126226,0.7784211705721937,-0.11023969196215558,-0.3245302054335773,-0.0016518244778752729,0.07025061242907565
12,0.17889705780935877,0.3858903667795192,0.1155819131137499,-0.1949436445132334,-0.7123899617458146,-0.12756744496269612,-0.18225850181093575,-0.40606250826834167,0.23412380964876497,-0.2565047786523571
13,0.14327978839296795,0.24264045483831517,-0.9347405948600315,0.9036099304412792,0.18054195067744908,0.4659821165489377,0.16083545544788858,0.1757632264349903,-0.2282922131019447,-0.30921100811225977
14,0.10476184210128961,-0.14312785218155943,0.132361539222773,0.36946378606457086,0.48396197276134534,-0.2607955053736603,0.3580223926740491,0.6906275462995985,-0.39210948225151737,-0.022166696467864552
15,0.4187127682434982,0.6802998428959369,-0.32055203106359637,-0.10297482185580391,-0.2408029209036743,1.368578732713906,-0.539520280544917,0.02613847810101786,-0.012713452983993142,-0.19406270787209132
16,0.9944959283817267,1.4648149223450428,0.6096177006889234,-0.04228218328146223,-0.11241803349456703,-0.3493652553427806,0.21827591617039657,-1.0145549226263588,-0.001400964075100544,-0.6013572933730256
17,1.4344187169242468,1.349819796334213,0.3896928943719174,-0.004549659601183493,0.19274103761719488,-0.050907987538353815,-0.30526273522596437,-0.5508811149810215,0.14088687680378031,0.4442507451249866
18,-0.9861972991356333,0.29582430279908045,0.5223918432596568,-0.07244694816283892,0.08187086276014352,0.18247790265553457,-0.16643200215322596,-0.23956299587054744,0.07637320389202443,0.016849318587377437
19,0.9944959283817267,1.4648149223450428,0.6096177006889234,-0.04228218328146223,-0.11241803349456703,-0.3493652553427806,0.21827591617039657,-1.0145549226263588,-0.001400964075100544,-0.6013572933730256
20,0.14327978839296795,0.24264045483831517,-0.9347405948600315,0.9036099304412792,0.18054195067744908,0.4659821165489377,0.16083545544788858,0.1757632264349903,-0.2282922131019447,-0.30921100811225977
21,0.5653233040685371,0.8357505901929936,-0.497307002521636,-0.16882102735163812,0.3971470462404886,0.6985742151051064,-0.139451082386998,-0.4734105730125041,-0.2894401350508715,0.38399715973203763
22,0.14327978839296795,0.24264045483831517,-0.9347405948600315,0.9036099304412792,0.18054195067744908,0.4659821165489377,0.16083545544788858,0.1757632264349903,-0.2282922131019447,-0.30921100811225977
23,0.9944959283817267,1.4648149223450428,0.6096177006889234,-0.04228218328146223,-0.11241803349456703,-0.3493652553427806,0.21827591617039657,-1.0145549226263588,-0.001400964075100544,-0.6013572933730256
24,0.02283475862741848,1.2139824366516092,0.7969486539045572,-0.893908065349956,0.10545827593245048,0.4582783753258032,0.1534872613441334,0.27953245809686517,-0.21635849275680843,-0.027505514363206394
25,0.9944959283817267,1.4648149223450428,0.6096177006889234,-0.04228218328146223,-0.11241803349456703,-0.3493652553427806,0.21827591617039657,-1.0145549226263588,-0.001400964075100544,-0.6013572933730256
26,0.04681128841179322,0.6491444348434188,-0.14811868299379954,-0.8106670530427214,-0.228593092126226,0.7784211705721937,-0.11023969196215558,-0.3245302054335773,-0.0016518244778752729,0.07025061242907565
27,0.04681128841179322,0.6491444348434188,-0.14811868299379954,-0.8106670530427214,-0.228593092126226,0.7784211705721937,-0.11023969196215558,-0.3245302054335773,-0.0016518244778752729,0.07025061242907565
28,0.725579278236265,0.9617633104047677,-0.31538917945272815,-0.23480430002579242,0.4978003482234933,0.818513933543798,-0.1342039837033602,-0.5893373060817394,-0.27133328738446766,0.10703919184395505
29,0.5207961927692438,-0.22993110057858596,-0.7493705268671658,-0.08218112641890271,0.40986636689916606,0.3596349916994772,0.25540943124639265,0.11736522496578466,-0.46110572887675294,0.3600639551792324
30,-0.2878595430552335,0.012207279421753443,-0.6360573474921397,-0.6374366772101488,-0.148940087068763,0.525884989551007,0.08503266045570429,0.18508367463813863,-0.11060761956103507,0.226116915723311
31,0.9944959283817267,1.4648149223450428,0.6096177006889234,-0.04228218328146223,-0.11241803349456703,-0.3493652553427806,0.21827591617039657,-1.0145549226263588,-0.001400964075100544,-0.6013572933730256
32,0.9944959283817267,1.4648149223450428,0.6096177006889234,-0.04228218328146223,-0.11241803349456703,-0.3493652553427806,0.21827591617039657,-1.0145549226263588,-0.001400964075100544,-0.6013572933730256
33,-0.037049013287275584,0.2583818263420599,-0.8347759600953696,0.5828084101868061,0.23072431880976982,0.16232928847014924,0.37410160727222597,-0.09242013353993393,-0.12857078967934454,0.2927347270507704
