INTERNET,5340,7771,4559.260052770449,0.07886851573426944,0.8720899294931489
ACCESS_NETWORK_STATE,3680,7209,4229.533614775725,-0.0694773726922592,0.7242916056937608
READ_PHONE_STATE,4946,4563,2677.1205277044855,0.2976313261806358,0.6324996674205136
WAKE_LOCK,2131,5195,3047.9160949868074,-0.1770478760747606,0.48729546361580417
RECEIVE_BOOT_COMPLETED,2700,3079,1806.454986807388,0.19828113579486717,0.38439537049354794
GET_ACCOUNTS,443,4049,2375.555778364116,-0.6856546154590446,0.29878941066914994
ACCESS_COARSE_LOCATION,1800,2451,1438.0062269129287,0.11179526774171503,0.28275907941998135
SEND_SMS,2999,559,327.9663324538259,0.8028436120590783,0.23666356259145935
READ_SMS,2085,723,424.1854353562005,0.6618939123596629,0.18677663961686844
GET_TASKS,735,1912,1121.7739313984168,-0.20830426626418685,0.17606758015165624
CHANGE_WIFI_STATE,985,1449,850.1309762532982,0.07349285990586768,0.16189969402687243
WRITE_SETTINGS,687,1636,959.8442216358839,-0.16567700700000362,0.15451642942663296
CAMERA,231,1823,1069.5574670184697,-0.6447677156018827,0.1366236530530797
CALL_PHONE,735,984,577.314617414248,0.12015821548681012,0.1143408274577624
WRITE_SMS,1244,458,268.70944591029024,0.6447309208827062,0.11321005720367168
WRITE_CONTACTS,542,1064,624.250765171504,-0.0705257973909312,0.10682453106292404
MANAGE_ACCOUNTS,10,1555,912.3213720316622,-0.9783155843435086,0.1040973792736464
USE_CREDENTIALS,3,1517,890.0267018469657,-0.9932812759264749,0.10110416389517095
READ_HISTORY_BOOKMARKS,1003,394,231.16052770448547,0.6253963361890377,0.09292270852733803
CHANGE_NETWORK_STATE,400,969,568.5140897097625,-0.17399239876857303,0.09106026340295331
RECORD_AUDIO,122,1235,724.5767810026385,-0.7117804250300606,0.09026207263535985
READ_SYNC_SETTINGS,30,1222,716.9496569920844,-0.9196733013552534,0.08327790341891712
RESTART_PACKAGES,753,446,261.66902374670184,0.48422782676368775,0.07975256086204603
WRITE_HISTORY_BOOKMARKS,916,277,162.51641160949868,0.698629691935849,0.0793534654782493
